entity_id,type,payment_id,order_id,settlement_id,settlement_utr,amount,debit,credit,fee,tax,settled_at,description
setl_875414_000096,payment,pay_772642_000096,order_634150_000096,batch_469348_000001,UTR202401059059269,942321,0,922308,16961,3052,2024-01-05T10:44:00,Payment settlement for pay_772642_000096
setl_689179_000097,payment,pay_447235_000097,order_128941_000097,batch_469348_000001,UTR202401059059269,33405,0,32696,601,108,2024-01-05T10:44:00,Payment settlement for pay_447235_000097
setl_335203_000098,payment,pay_378361_000098,order_140115_000098,batch_469348_000001,UTR202401059059269,327836,0,320873,5901,1062,2024-01-05T10:44:00,Payment settlement for pay_378361_000098
setl_878476_000099,payment,pay_863934_000099,order_924629_000099,batch_469348_000001,UTR202401059059269,417828,0,408955,7520,1353,2024-01-05T10:44:00,Payment settlement for pay_863934_000099
setl_826596_000100,payment,pay_221263_000100,order_503906_000100,batch_922405_000002,UTR202401065825775,43386,0,42466,780,140,2024-01-06T19:38:00,Payment settlement for pay_221263_000100
setl_796772_000101,payment,pay_843215_000101,order_557239_000101,batch_922405_000002,UTR202401065825775,382303,0,374184,6881,1238,2024-01-06T19:38:00,Payment settlement for pay_843215_000101
setl_149261_000102,payment,pay_854377_000102,order_877991_000102,batch_922405_000002,UTR202401065825775,603303,0,590490,10859,1954,2024-01-06T19:38:00,Payment settlement for pay_854377_000102
setl_500118_000103,payment,pay_552248_000103,order_173372_000103,batch_922405_000002,UTR202401065825775,91678,0,89731,1650,297,2024-01-06T19:38:00,Payment settlement for pay_552248_000103
setl_506380_000104,payment,pay_795612_000104,order_989208_000104,batch_922405_000002,UTR202401065825775,971883,0,951242,17493,3148,2024-01-06T19:38:00,Payment settlement for pay_795612_000104
setl_536801_000105,payment,pay_631756_000105,order_424308_000105,batch_922405_000002,UTR202401065825775,271013,0,265257,4878,878,2024-01-06T19:38:00,Payment settlement for pay_631756_000105
setl_926394_000106,payment,pay_831076_000106,order_410016_000106,batch_922405_000002,UTR202401065825775,35144,0,34399,632,113,2024-01-06T19:38:00,Payment settlement for pay_831076_000106
setl_818430_000107,payment,pay_797229_000107,order_497562_000107,batch_922405_000002,UTR202401065825775,973330,0,952658,17519,3153,2024-01-06T19:38:00,Payment settlement for pay_797229_000107
setl_427841_000108,payment,pay_745414_000108,order_696750_000108,batch_922405_000002,UTR202401065825775,387276,0,379052,6970,1254,2024-01-06T19:38:00,Payment settlement for pay_745414_000108
setl_678944_000109,payment,pay_100425_000109,order_418635_000109,batch_922405_000002,UTR202401065825775,66346,0,64938,1194,214,2024-01-06T19:38:00,Payment settlement for pay_100425_000109
setl_156415_000110,payment,pay_708158_000110,order_736130_000110,batch_922405_000002,UTR202401065825775,70946,0,69440,1277,229,2024-01-06T19:38:00,Payment settlement for pay_708158_000110
setl_113595_000111,payment,pay_563638_000111,order_808446_000111,batch_922405_000002,UTR202401065825775,348085,0,340693,6265,1127,2024-01-06T19:38:00,Payment settlement for pay_563638_000111
setl_879794_000112,payment,pay_934692_000112,order_871711_000112,batch_922405_000002,UTR202401065825775,144457,0,141389,2600,468,2024-01-06T19:38:00,Payment settlement for pay_934692_000112
setl_363550_000113,payment,pay_640490_000113,order_796101_000113,batch_922405_000002,UTR202401065825775,275735,0,269879,4963,893,2024-01-06T19:38:00,Payment settlement for pay_640490_000113
setl_312952_000114,payment,pay_958179_000114,order_887625_000114,batch_922405_000002,UTR202401065825775,662749,0,648673,11929,2147,2024-01-06T19:38:00,Payment settlement for pay_958179_000114
setl_750706_000115,payment,pay_945742_000115,order_308802_000115,batch_922405_000002,UTR202401065825775,16057,0,15716,289,52,2024-01-06T19:38:00,Payment settlement for pay_945742_000115
setl_918859_000116,payment,pay_598216_000116,order_740967_000116,batch_922405_000002,UTR202401065825775,538182,0,526752,9687,1743,2024-01-06T19:38:00,Payment settlement for pay_598216_000116
setl_564586_000117,payment,pay_534572_000117,order_760356_000117,batch_922405_000002,UTR202401065825775,60328,0,59048,1085,195,2024-01-06T19:38:00,Payment settlement for pay_534572_000117
setl_970300_000118,payment,pay_519066_000118,order_355836_000118,batch_922405_000002,UTR202401065825775,460512,0,450731,8289,1492,2024-01-06T19:38:00,Payment settlement for pay_519066_000118
setl_336504_000119,payment,pay_887443_000119,order_907451_000119,batch_922405_000002,UTR202401065825775,722899,0,707545,13012,2342,2024-01-06T19:38:00,Payment settlement for pay_887443_000119
setl_764575_000120,payment,pay_284430_000120,order_943170_000120,batch_922405_000002,UTR202401065825775,343557,0,336260,6184,1113,2024-01-06T19:38:00,Payment settlement for pay_284430_000120
setl_838857_000121,payment,pay_684482_000121,order_361303_000121,batch_922405_000002,UTR202401065825775,69829,0,68347,1256,226,2024-01-06T19:38:00,Payment settlement for pay_684482_000121
setl_844012_000122,payment,pay_940346_000122,order_587213_000122,batch_922405_000002,UTR202401065825775,393037,0,384690,7074,1273,2024-01-06T19:38:00,Payment settlement for pay_940346_000122
setl_779091_000123,payment,pay_432711_000123,order_891937_000123,batch_922405_000002,UTR202401065825775,477106,0,466974,8587,1545,2024-01-06T19:38:00,Payment settlement for pay_432711_000123
setl_485604_000124,payment,pay_629298_000124,order_547470_000124,batch_922405_000002,UTR202401065825775,333787,0,326698,6008,1081,2024-01-06T19:38:00,Payment settlement for pay_629298_000124
setl_891787_000125,payment,pay_266889_000125,order_879779_000125,batch_922405_000002,UTR202401065825775,235891,0,230881,4246,764,2024-01-06T19:38:00,Payment settlement for pay_266889_000125
setl_716966_000126,payment,pay_359249_000126,order_980660_000126,batch_922405_000002,UTR202401065825775,78327,0,76665,1409,253,2024-01-06T19:38:00,Payment settlement for pay_359249_000126
setl_673167_000127,payment,pay_757193_000127,order_350867_000127,batch_922405_000002,UTR202401065825775,140623,0,137637,2531,455,2024-01-06T19:38:00,Payment settlement for pay_757193_000127
setl_874320_000128,payment,pay_399607_000128,order_345884_000128,batch_922405_000002,UTR202401065825775,51904,0,50802,934,168,2024-01-06T19:38:00,Payment settlement for pay_399607_000128
setl_732697_000129,payment,pay_666390_000129,order_184491_000129,batch_922405_000002,UTR202401065825775,40311,0,39456,725,130,2024-01-06T19:38:00,Payment settlement for pay_666390_000129
setl_306012_000130,payment,pay_827659_000130,order_260227_000130,batch_922405_000002,UTR202401065825775,18418,0,18028,331,59,2024-01-06T19:38:00,Payment settlement for pay_827659_000130
setl_913848_000131,payment,pay_527398_000131,order_446954_000131,batch_922405_000002,UTR202401065825775,317985,0,311232,5723,1030,2024-01-06T19:38:00,Payment settlement for pay_527398_000131
setl_860127_000132,payment,pay_316881_000132,order_973349_000132,batch_922405_000002,UTR202401065825775,86556,0,84718,1558,280,2024-01-06T19:38:00,Payment settlement for pay_316881_000132
setl_302897_000133,payment,pay_120480_000133,order_998348_000133,batch_922405_000002,UTR202401065825775,299429,0,293070,5389,970,2024-01-06T19:38:00,Payment settlement for pay_120480_000133
setl_408467_000134,payment,pay_106182_000134,order_468845_000134,batch_922405_000002,UTR202401065825775,704465,0,689503,12680,2282,2024-01-06T19:38:00,Payment settlement for pay_106182_000134
setl_570616_000135,payment,pay_976325_000135,order_539375_000135,batch_922405_000002,UTR202401065825775,885159,0,866360,15932,2867,2024-01-06T19:38:00,Payment settlement for pay_976325_000135
setl_286044_000136,payment,pay_938722_000136,order_732556_000136,batch_922405_000002,UTR202401065825775,215040,0,210474,3870,696,2024-01-06T19:38:00,Payment settlement for pay_938722_000136
setl_815819_000137,payment,pay_557007_000137,order_609232_000137,batch_922405_000002,UTR202401065825775,54057,0,52909,973,175,2024-01-06T19:38:00,Payment settlement for pay_557007_000137
setl_178086_000138,payment,pay_812131_000138,order_936912_000138,batch_922405_000002,UTR202401065825775,586530,0,574073,10557,1900,2024-01-06T19:38:00,Payment settlement for pay_812131_000138
setl_296059_000139,payment,pay_590094_000139,order_233827_000139,batch_922405_000002,UTR202401065825775,114138,0,111715,2054,369,2024-01-06T19:38:00,Payment settlement for pay_590094_000139
setl_282237_000140,payment,pay_513160_000140,order_720644_000140,batch_922405_000002,UTR202401065825775,114209,0,111785,2055,369,2024-01-06T19:38:00,Payment settlement for pay_513160_000140
setl_870786_000141,payment,pay_773971_000141,order_549433_000141,batch_922405_000002,UTR202401065825775,195278,0,191131,3515,632,2024-01-06T19:38:00,Payment settlement for pay_773971_000141
setl_638807_000142,payment,pay_372793_000142,order_497519_000142,batch_922405_000002,UTR202401065825775,69598,0,68121,1252,225,2024-01-06T19:38:00,Payment settlement for pay_372793_000142
setl_225151_000143,payment,pay_453894_000143,order_898207_000143,batch_922405_000002,UTR202401065825775,65255,0,63870,1174,211,2024-01-06T19:38:00,Payment settlement for pay_453894_000143
setl_495521_000144,payment,pay_975467_000144,order_185884_000144,batch_922405_000002,UTR202401065825775,80702,0,78989,1452,261,2024-01-06T19:38:00,Payment settlement for pay_975467_000144
setl_142608_000145,payment,pay_466960_000145,order_335113_000145,batch_922405_000002,UTR202401065825775,95426,0,93400,1717,309,2024-01-06T19:38:00,Payment settlement for pay_466960_000145
setl_549323_000146,payment,pay_890870_000146,order_132537_000146,batch_922405_000002,UTR202401065825775,12671,0,12402,228,41,2024-01-06T19:38:00,Payment settlement for pay_890870_000146
setl_392670_000147,payment,pay_259784_000147,order_350132_000147,batch_922405_000002,UTR202401065825775,450989,0,441411,8117,1461,2024-01-06T19:38:00,Payment settlement for pay_259784_000147
setl_683635_000148,payment,pay_691364_000148,order_328552_000148,batch_922405_000002,UTR202401065825775,634345,0,620872,11418,2055,2024-01-06T19:38:00,Payment settlement for pay_691364_000148
setl_377075_000149,payment,pay_486814_000149,order_275939_000149,batch_922405_000002,UTR202401065825775,492128,0,481676,8858,1594,2024-01-06T19:38:00,Payment settlement for pay_486814_000149
setl_844163_000150,payment,pay_220096_000150,order_915573_000150,batch_446620_000003,UTR202401088823741,50768,0,49691,913,164,2024-01-08T23:45:00,Payment settlement for pay_220096_000150
setl_262325_000151,payment,pay_706794_000151,order_126925_000151,batch_446620_000003,UTR202401088823741,455125,0,445459,8192,1474,2024-01-08T23:45:00,Payment settlement for pay_706794_000151
setl_141880_000152,payment,pay_493537_000152,order_515922_000152,batch_446620_000003,UTR202401088823741,19961,0,19538,359,64,2024-01-08T23:45:00,Payment settlement for pay_493537_000152
setl_261169_000153,payment,pay_824161_000153,order_970917_000153,batch_446620_000003,UTR202401088823741,23356,0,22861,420,75,2024-01-08T23:45:00,Payment settlement for pay_824161_000153
setl_438302_000154,payment,pay_910004_000154,order_416232_000154,batch_446620_000003,UTR202401088823741,814788,0,797483,14666,2639,2024-01-08T23:45:00,Payment settlement for pay_910004_000154
setl_725874_000155,payment,pay_226935_000155,order_934904_000155,batch_446620_000003,UTR202401088823741,55508,0,54330,999,179,2024-01-08T23:45:00,Payment settlement for pay_226935_000155
