payment_id,order_id,customer_id,amount,currency,payment_date,status,refund_amount
pay_392075_000054,order_585100_000054,cust_361941_000054,68082,INR,2024-01-02T13:23:00,captured,0
pay_997546_000055,order_677057_000055,cust_202664_000055,95477,INR,2024-01-02T15:43:00,captured,0
pay_976638_000056,order_115474_000056,cust_197793_000056,944960,INR,2024-01-02T16:09:00,captured,0
pay_274389_000057,order_526156_000057,cust_609231_000057,212065,INR,2024-01-02T16:30:00,captured,0
pay_520521_000058,order_161483_000058,cust_272634_000058,10282,INR,2024-01-02T17:50:00,captured,0
pay_378085_000059,order_922157_000059,cust_923267_000059,249552,INR,2024-01-02T17:49:00,captured,0
pay_830429_000060,order_865990_000060,cust_921414_000060,447011,INR,2024-01-02T18:54:00,captured,0
pay_610311_000061,order_262316_000061,cust_299122_000061,38534,INR,2024-01-02T19:31:00,captured,0
pay_707314_000062,order_871476_000062,cust_668532_000062,51104,INR,2024-01-02T19:07:00,captured,0
pay_152578_000063,order_712554_000063,cust_599948_000063,378463,INR,2024-01-02T20:07:00,captured,0
pay_159642_000064,order_632496_000064,cust_184002_000064,18981,INR,2024-01-02T21:20:00,captured,0
pay_171262_000065,order_808011_000065,cust_346629_000065,162855,INR,2024-01-02T22:16:00,captured,0
pay_697347_000066,order_358175_000066,cust_707040_000066,120836,INR,2024-01-03T00:00:00,captured,0
pay_185965_000067,order_539589_000067,cust_789305_000067,396341,INR,2024-01-03T00:19:00,captured,0
pay_431737_000068,order_373432_000068,cust_314181_000068,875490,INR,2024-01-03T00:06:00,captured,0
pay_350280_000069,order_378517_000069,cust_515011_000069,98039,INR,2024-01-03T00:40:00,captured,0
pay_414569_000070,order_579434_000070,cust_431535_000070,990594,INR,2024-01-03T02:22:00,captured,0
pay_109767_000071,order_580547_000071,cust_751332_000071,152418,INR,2024-01-03T02:09:00,captured,0
pay_663750_000072,order_323508_000072,cust_630458_000072,27361,INR,2024-01-03T02:09:00,captured,0
pay_465962_000073,order_172132_000073,cust_356150_000073,47353,INR,2024-01-03T04:59:00,captured,0
pay_559469_000074,order_974244_000074,cust_669605_000074,658606,INR,2024-01-03T04:20:00,captured,0
pay_946305_000075,order_785743_000075,cust_654634_000075,97538,INR,2024-01-03T06:18:00,captured,0
pay_681542_000076,order_413921_000076,cust_795613_000076,27601,INR,2024-01-03T06:44:00,captured,0
pay_221035_000077,order_212235_000077,cust_878480_000077,181499,INR,2024-01-03T06:33:00,captured,0
pay_395442_000078,order_734210_000078,cust_320861_000078,679768,INR,2024-01-03T07:34:00,captured,0
pay_820892_000079,order_765046_000079,cust_994343_000079,76244,INR,2024-01-03T07:26:00,captured,0
pay_363319_000080,order_987204_000080,cust_153266_000080,93136,INR,2024-01-03T09:02:00,captured,0
pay_969634_000081,order_390120_000081,cust_146228_000081,53719,INR,2024-01-03T09:54:00,captured,0
pay_237174_000082,order_768061_000082,cust_374680_000082,67912,INR,2024-01-03T11:38:00,captured,0
pay_839945_000083,order_548462_000083,cust_688153_000083,24663,INR,2024-01-03T11:10:00,captured,0
pay_824586_000084,order_256294_000084,cust_672092_000084,58393,INR,2024-01-03T11:09:00,captured,0
pay_679364_000085,order_255287_000085,cust_550664_000085,15482,INR,2024-01-03T13:14:00,captured,0
pay_482364_000086,order_934794_000086,cust_141832_000086,37535,INR,2024-01-03T12:39:00,captured,0
pay_361650_000087,order_799330_000087,cust_207786_000087,83385,INR,2024-01-03T14:27:00,captured,0
pay_526117_000088,order_750810_000088,cust_885884_000088,41029,INR,2024-01-03T15:53:00,captured,0
pay_270395_000089,order_938742_000089,cust_950155_000089,64040,INR,2024-01-03T16:50:00,captured,0
pay_288073_000090,order_872343_000090,cust_448321_000090,451224,INR,2024-01-03T15:03:00,captured,0
pay_870763_000091,order_950132_000091,cust_360222_000091,30866,INR,2024-01-03T17:50:00,captured,0
pay_835343_000092,order_213346_000092,cust_501124_000092,71694,INR,2024-01-03T18:40:00,captured,0
pay_309267_000093,order_956253_000093,cust_582662_000093,50001,INR,2024-01-03T17:28:00,captured,0
pay_933980_000094,order_338651_000094,cust_333752_000094,96511,INR,2024-01-03T19:45:00,captured,0
pay_517821_000095,order_444207_000095,cust_392136_000095,46585,INR,2024-01-03T19:24:00,captured,0
pay_772642_000096,order_634150_000096,cust_519093_000096,942321,INR,2024-01-03T20:44:00,captured,0
pay_447235_000097,order_128941_000097,cust_220944_000097,33405,INR,2024-01-03T21:08:00,captured,0
pay_378361_000098,order_140115_000098,cust_213668_000098,327836,INR,2024-01-03T22:14:00,captured,0
pay_863934_000099,order_924629_000099,cust_428914_000099,417828,INR,2024-01-03T22:44:00,captured,0
pay_221263_000100,order_503906_000100,cust_704596_000100,43386,INR,2024-01-04T00:05:00,captured,0
pay_843215_000101,order_557239_000101,cust_101773_000101,382303,INR,2024-01-03T23:05:00,captured,0
pay_854377_000102,order_877991_000102,cust_872840_000102,603303,INR,2024-01-04T01:27:00,captured,0
pay_552248_000103,order_173372_000103,cust_796503_000103,91678,INR,2024-01-04T01:46:00,captured,0
pay_795612_000104,order_989208_000104,cust_230679_000104,971883,INR,2024-01-04T01:40:00,captured,0
pay_631756_000105,order_424308_000105,cust_799287_000105,271013,INR,2024-01-04T02:38:00,captured,0
pay_831076_000106,order_410016_000106,cust_681343_000106,35144,INR,2024-01-04T03:51:00,captured,0
pay_797229_000107,order_497562_000107,cust_810219_000107,973330,INR,2024-01-04T04:53:00,captured,0
pay_745414_000108,order_696750_000108,cust_415568_000108,387276,INR,2024-01-04T04:22:00,captured,0
pay_100425_000109,order_418635_000109,cust_400850_000109,66346,INR,2024-01-04T06:46:00,captured,0
pay_708158_000110,order_736130_000110,cust_786508_000110,70946,INR,2024-01-04T07:40:00,captured,0
pay_563638_000111,order_808446_000111,cust_324082_000111,348085,INR,2024-01-04T06:56:00,captured,0
pay_934692_000112,order_871711_000112,cust_277934_000112,144457,INR,2024-01-04T08:41:00,captured,0
pay_640490_000113,order_796101_000113,cust_763686_000113,275735,INR,2024-01-04T08:36:00,captured,0
pay_958179_000114,order_887625_000114,cust_346277_000114,662749,INR,2024-01-04T09:11:00,captured,0
pay_945742_000115,order_308802_000115,cust_254511_000115,16057,INR,2024-01-04T09:28:00,captured,0
pay_598216_000116,order_740967_000116,cust_991014_000116,538182,INR,2024-01-04T10:31:00,captured,0
pay_534572_000117,order_760356_000117,cust_703634_000117,60328,INR,2024-01-04T11:58:00,captured,0
pay_519066_000118,order_355836_000118,cust_254739_000118,460512,INR,2024-01-04T12:03:00,captured,0
pay_887443_000119,order_907451_000119,cust_211764_000119,722899,INR,2024-01-04T12:00:00,captured,0
pay_284430_000120,order_943170_000120,cust_829716_000120,343557,INR,2024-01-04T13:28:00,captured,0
pay_684482_000121,order_361303_000121,cust_989545_000121,69829,INR,2024-01-04T14:06:00,captured,0
pay_940346_000122,order_587213_000122,cust_800005_000122,393037,INR,2024-01-04T14:17:00,captured,0
pay_432711_000123,order_891937_000123,cust_564071_000123,477106,INR,2024-01-04T16:16:00,captured,0
pay_629298_000124,order_547470_000124,cust_970914_000124,333787,INR,2024-01-04T17:54:00,captured,0
pay_266889_000125,order_879779_000125,cust_597732_000125,235891,INR,2024-01-04T18:54:00,captured,0
pay_359249_000126,order_980660_000126,cust_768636_000126,78327,INR,2024-01-04T18:36:00,captured,0
pay_757193_000127,order_350867_000127,cust_387936_000127,140623,INR,2024-01-04T19:02:00,captured,0
pay_399607_000128,order_345884_000128,cust_384913_000128,51904,INR,2024-01-04T20:31:00,captured,0
pay_666390_000129,order_184491_000129,cust_245095_000129,40311,INR,2024-01-04T20:54:00,captured,0
pay_827659_000130,order_260227_000130,cust_840734_000130,18418,INR,2024-01-04T20:49:00,captured,0
pay_527398_000131,order_446954_000131,cust_668969_000131,317985,INR,2024-01-04T21:53:00,captured,0
pay_316881_000132,order_973349_000132,cust_540552_000132,86556,INR,2024-01-04T22:07:00,captured,0
pay_120480_000133,order_998348_000133,cust_902784_000133,299429,INR,2024-01-04T23:29:00,captured,0
pay_106182_000134,order_468845_000134,cust_413118_000134,704465,INR,2024-01-05T00:01:00,captured,0
pay_976325_000135,order_539375_000135,cust_664365_000135,885159,INR,2024-01-05T01:49:00,captured,0
pay_938722_000136,order_732556_000136,cust_331251_000136,215040,INR,2024-01-05T01:09:00,captured,0
pay_557007_000137,order_609232_000137,cust_130434_000137,54057,INR,2024-01-05T01:34:00,captured,0
pay_812131_000138,order_936912_000138,cust_523956_000138,586530,INR,2024-01-05T03:25:00,captured,0
pay_590094_000139,order_233827_000139,cust_752483_000139,114138,INR,2024-01-05T04:47:00,captured,0
pay_513160_000140,order_720644_000140,cust_691807_000140,114209,INR,2024-01-05T04:56:00,captured,0
pay_773971_000141,order_549433_000141,cust_242291_000141,195278,INR,2024-01-05T04:10:00,captured,0
pay_372793_000142,order_497519_000142,cust_443254_000142,69598,INR,2024-01-05T05:06:00,captured,0
pay_453894_000143,order_898207_000143,cust_497542_000143,65255,INR,2024-01-05T05:41:00,captured,0
pay_975467_000144,order_185884_000144,cust_593152_000144,80702,INR,2024-01-05T06:32:00,captured,0
pay_466960_000145,order_335113_000145,cust_781725_000145,95426,INR,2024-01-05T07:06:00,captured,0
pay_890870_000146,order_132537_000146,cust_359295_000146,12671,INR,2024-01-05T08:05:00,captured,0
pay_259784_000147,order_350132_000147,cust_232352_000147,450989,INR,2024-01-05T09:19:00,captured,0
pay_691364_000148,order_328552_000148,cust_587623_000148,634345,INR,2024-01-05T09:14:00,captured,0
pay_486814_000149,order_275939_000149,cust_735324_000149,492128,INR,2024-01-05T11:38:00,captured,0
pay_220096_000150,order_915573_000150,cust_959099_000150,50768,INR,2024-01-05T12:31:00,captured,0
pay_706794_000151,order_126925_000151,cust_427110_000151,455125,INR,2024-01-05T11:13:00,captured,0
pay_493537_000152,order_515922_000152,cust_849747_000152,19961,INR,2024-01-05T13:56:00,captured,0
pay_824161_000153,order_970917_000153,cust_757711_000153,23356,INR,2024-01-05T14:15:00,captured,0
pay_910004_000154,order_416232_000154,cust_991597_000154,814788,INR,2024-01-05T14:29:00,captured,0
pay_226935_000155,order_934904_000155,cust_693423_000155,55508,INR,2024-01-05T15:43:00,captured,0
pay_549186_000156,order_793655_000156,cust_488571_000156,76317,INR,2024-01-05T16:08:00,captured,0
pay_457806_000157,order_113266_000157,cust_990844_000157,357006,INR,2024-01-05T17:22:00,captured,0
pay_554582_000158,order_479781_000158,cust_766459_000158,470833,INR,2024-01-05T16:13:00,captured,0
pay_556641_000159,order_284692_000159,cust_869440_000159,441027,INR,2024-01-05T17:19:00,captured,0
pay_745830_000160,order_947458_000160,cust_664315_000160,753491,INR,2024-01-05T18:34:00,captured,0
pay_556732_000161,order_965845_000161,cust_866536_000161,240716,INR,2024-01-05T18:59:00,captured,0
pay_993085_000162,order_357420_000162,cust_971084_000162,46559,INR,2024-01-05T19:41:00,captured,0
pay_572700_000163,order_355709_000163,cust_886931_000163,398765,INR,2024-01-05T21:52:00,captured,0
pay_800646_000164,order_497399_000164,cust_452737_000164,74789,INR,2024-01-05T22:18:00,captured,0
pay_440802_000165,order_290672_000165,cust_611233_000165,56507,INR,2024-01-05T22:48:00,captured,0
pay_370902_000166,order_456871_000166,cust_393243_000166,467622,INR,2024-01-05T23:42:00,captured,0
pay_389688_000167,order_682789_000167,cust_110644_000167,200168,INR,2024-01-06T00:52:00,captured,0
pay_353080_000168,order_855053_000168,cust_526170_000168,391072,INR,2024-01-05T23:10:00,captured,0
pay_351997_000169,order_824156_000169,cust_599219_000169,473210,INR,2024-01-06T01:37:00,captured,0
pay_569945_000170,order_931450_000170,cust_118080_000170,48566,INR,2024-01-06T02:02:00,captured,0
pay_524045_000171,order_825391_000171,cust_355123_000171,97026,INR,2024-01-06T02:28:00,captured,0
pay_486945_000172,order_596249_000172,cust_680358_000172,280227,INR,2024-01-06T03:14:00,captured,0
pay_882169_000173,order_677124_000173,cust_446859_000173,69473,INR,2024-01-06T03:54:00,captured,0
pay_421517_000174,order_363615_000174,cust_341736_000174,35242,INR,2024-01-06T04:34:00,captured,0
pay_225362_000175,order_878967_000175,cust_661894_000175,861844,INR,2024-01-06T05:40:00,captured,0
pay_300845_000176,order_326895_000176,cust_874483_000176,244965,INR,2024-01-06T05:23:00,captured,0
pay_718226_000177,order_897135_000177,cust_650121_000177,248372,INR,2024-01-06T07:32:00,captured,0
pay_973074_000178,order_303547_000178,cust_410636_000178,57301,INR,2024-01-06T07:12:00,captured,0
pay_416950_000179,order_114835_000179,cust_842411_000179,166365,INR,2024-01-06T07:22:00,captured,0
pay_147726_000180,order_157174_000180,cust_680238_000180,26551,INR,2024-01-06T08:35:00,captured,0
pay_889359_000181,order_614723_000181,cust_207570_000181,85243,INR,2024-01-06T10:21:00,captured,0
pay_592198_000182,order_601968_000182,cust_561865_000182,34164,INR,2024-01-06T10:36:00,captured,0
pay_364742_000183,order_600935_000183,cust_219629_000183,62521,INR,2024-01-06T10:06:00,captured,0
pay_177680_000184,order_705050_000184,cust_760021_000184,528106,INR,2024-01-06T12:02:00,captured,0
pay_256445_000185,order_950544_000185,cust_690180_000185,21164,INR,2024-01-06T12:19:00,captured,0
pay_224205_000186,order_685181_000186,cust_901577_000186,417885,INR,2024-01-06T12:31:00,captured,0
pay_929151_000187,order_748458_000187,cust_336650_000187,773978,INR,2024-01-06T14:16:00,captured,0
pay_572398_000188,order_564226_000188,cust_411797_000188,324830,INR,2024-01-06T14:48:00,captured,0
pay_696251_000189,order_751194_000189,cust_163156_000189,488019,INR,2024-01-06T15:39:00,captured,0
pay_899787_000190,order_317881_000190,cust_755900_000190,44687,INR,2024-01-06T15:12:00,captured,0
pay_185131_000191,order_264686_000191,cust_351516_000191,82350,INR,2024-01-06T17:24:00,captured,0
pay_264136_000192,order_102805_000192,cust_528361_000192,461429,INR,2024-01-06T17:09:00,captured,0
pay_592738_000193,order_405407_000193,cust_134225_000193,47762,INR,2024-01-06T18:16:00,captured,0
pay_396451_000194,order_837135_000194,cust_576086_000194,40595,INR,2024-01-06T19:30:00,captured,0
pay_377405_000195,order_926097_000195,cust_929683_000195,409219,INR,2024-01-06T20:58:00,captured,0
pay_942956_000196,order_307428_000196,cust_545790_000196,81376,INR,2024-01-06T21:24:00,captured,0
pay_779094_000197,order_256226_000197,cust_378535_000197,19359,INR,2024-01-06T20:28:00,captured,0
pay_273982_000198,order_931131_000198,cust_422554_000198,492669,INR,2024-01-06T21:07:00,captured,0
pay_696856_000199,order_402630_000199,cust_560485_000199,71433,INR,2024-01-06T23:45:00,captured,0
pay_418862_000200,order_833723_000200,cust_522060_000000,75597,INR,2024-01-07T00:28:00,captured,0
pay_617781_000201,order_559023_000201,cust_184349_000001,120898,INR,2024-01-07T00:09:00,captured,0
pay_553014_000202,order_870214_000202,cust_437978_000002,231264,INR,2024-01-07T01:53:00,captured,0
pay_195763_000203,order_340044_000203,cust_807053_000003,407821,INR,2024-01-07T01:03:00,captured,0
pay_901909_000204,order_804938_000204,cust_961322_000004,85529,INR,2024-01-07T01:02:00,captured,0
pay_900177_000205,order_893005_000205,cust_283700_000005,372086,INR,2024-01-07T02:05:00,captured,0
pay_563711_000206,order_391668_000206,cust_290305_000006,328529,INR,2024-01-07T04:23:00,captured,0
pay_953797_000207,order_615611_000207,cust_195674_000007,282431,INR,2024-01-07T05:21:00,captured,0
pay_449499_000208,order_436653_000208,cust_802685_000008,31079,INR,2024-01-07T04:52:00,captured,0
pay_531641_000209,order_827369_000209,cust_619536_000009,96846,INR,2024-01-07T05:42:00,captured,0
pay_519904_000210,order_953085_000210,cust_897441_000010,119239,INR,2024-01-07T08:00:00,captured,0
pay_192337_000211,order_429795_000211,cust_364659_000011,25194,INR,2024-01-07T06:58:00,captured,0
pay_523808_000212,order_639593_000212,cust_964998_000012,96200,INR,2024-01-07T08:38:00,captured,0
pay_668950_000213,order_584417_000213,cust_533321_000013,34586,INR,2024-01-07T09:51:00,captured,0
pay_479353_000214,order_752878_000214,cust_893188_000014,427894,INR,2024-01-07T10:06:00,captured,0
pay_896907_000215,order_154118_000215,cust_313446_000015,81987,INR,2024-01-07T09:56:00,captured,0
pay_402020_000216,order_559398_000216,cust_832168_000016,163662,INR,2024-01-07T10:16:00,captured,0
pay_760626_000217,order_738448_000217,cust_938141_000017,30758,INR,2024-01-07T11:03:00,captured,0
pay_677596_000218,order_114338_000218,cust_679077_000018,148868,INR,2024-01-07T11:39:00,captured,0
pay_982277_000219,order_218972_000219,cust_583863_000019,94896,INR,2024-01-07T12:28:00,captured,0
pay_261450_000220,order_622584_000220,cust_851413_000020,76698,INR,2024-01-07T14:46:00,captured,0
pay_386706_000221,order_535673_000221,cust_975271_000021,347579,INR,2024-01-07T15:30:00,captured,0
pay_578975_000222,order_678043_000222,cust_251668_000022,34983,INR,2024-01-07T14:31:00,captured,0
pay_728492_000223,order_632929_000223,cust_882544_000023,19150,INR,2024-01-07T16:57:00,captured,0
pay_910208_000224,order_928381_000224,cust_995916_000024,278192,INR,2024-01-07T16:35:00,captured,0
pay_925981_000225,order_632401_000225,cust_380150_000025,47072,INR,2024-01-07T18:59:00,captured,0
pay_413058_000226,order_978157_000226,cust_715448_000026,445999,INR,2024-01-07T18:32:00,captured,0
pay_255813_000227,order_568238_000227,cust_664742_000027,280944,INR,2024-01-07T19:02:00,captured,0
pay_678727_000228,order_899929_000228,cust_669827_000028,69682,INR,2024-01-07T19:42:00,captured,0
pay_437408_000229,order_297816_000229,cust_831380_000029,84946,INR,2024-01-07T20:59:00,captured,0
pay_344907_000230,order_997594_000230,cust_913217_000030,122883,INR,2024-01-07T20:49:00,captured,0
pay_880879_000231,order_595951_000231,cust_839485_000031,60604,INR,2024-01-07T21:40:00,captured,0
pay_930884_000232,order_960616_000232,cust_783691_000032,74923,INR,2024-01-07T23:24:00,captured,0
pay_232378_000233,order_626690_000233,cust_718849_000033,23154,INR,2024-01-07T22:04:00,captured,0
pay_986088_000234,order_561694_000234,cust_204555_000034,339561,INR,2024-01-08T00:51:00,captured,0
pay_857537_000235,order_251157_000235,cust_529893_000035,180929,INR,2024-01-08T00:01:00,captured,0
pay_592296_000236,order_919488_000236,cust_377896_000036,91691,INR,2024-01-08T00:09:00,captured,0
pay_516791_000237,order_781403_000237,cust_184216_000037,98389,INR,2024-01-08T02:28:00,captured,0
pay_659543_000238,order_498468_000238,cust_432043_000038,476814,INR,2024-01-08T03:49:00,captured,0
pay_896290_000239,order_611650_000239,cust_667296_000039,90931,INR,2024-01-08T04:53:00,captured,0
pay_346174_000240,order_761820_000240,cust_817644_000040,39817,INR,2024-01-08T03:08:00,captured,0
pay_194769_000241,order_555052_000241,cust_203225_000041,832266,INR,2024-01-08T05:35:00,captured,0
pay_205389_000242,order_565230_000242,cust_274446_000042,657006,INR,2024-01-08T06:30:00,captured,0
pay_130353_000243,order_148225_000243,cust_440131_000043,48452,INR,2024-01-08T06:55:00,captured,0
pay_493049_000244,order_551607_000244,cust_252640_000044,79621,INR,2024-01-08T06:45:00,captured,0
pay_693418_000245,order_814919_000245,cust_931016_000045,32280,INR,2024-01-08T07:52:00,captured,0
pay_182804_000246,order_739098_000246,cust_501126_000046,458159,INR,2024-01-08T08:22:00,captured,0
pay_621841_000247,order_711484_000247,cust_250069_000047,70443,INR,2024-01-08T08:30:00,captured,0
pay_366314_000248,order_581894_000248,cust_367729_000048,504926,INR,2024-01-08T10:21:00,captured,0
pay_943718_000249,order_587853_000249,cust_401603_000049,786574,INR,2024-01-08T11:55:00,captured,0
pay_177449_000250,order_563187_000250,cust_462351_000050,256842,INR,2024-01-08T11:20:00,captured,0
pay_544920_000251,order_823846_000251,cust_362246_000051,258398,INR,2024-01-08T12:21:00,captured,0
pay_503380_000252,order_994787_000252,cust_606680_000052,41091,INR,2024-01-08T12:25:00,captured,0
pay_699704_000253,order_476395_000253,cust_702733_000053,48696,INR,2024-01-08T13:48:00,captured,0
pay_970357_000254,order_790203_000254,cust_515032_000054,11061,INR,2024-01-08T13:02:00,captured,0
pay_819112_000255,order_916118_000255,cust_880841_000055,89482,INR,2024-01-08T15:12:00,captured,0
pay_620856_000256,order_973294_000256,cust_400096_000056,918832,INR,2024-01-08T16:35:00,captured,0
pay_736553_000257,order_940886_000257,cust_469435_000057,93442,INR,2024-01-08T16:29:00,captured,0
pay_751051_000258,order_362801_000258,cust_810687_000058,877974,INR,2024-01-08T16:24:00,captured,0
pay_791201_000259,order_813928_000259,cust_979060_000059,92345,INR,2024-01-08T18:38:00,captured,0
pay_757937_000260,order_777737_000260,cust_141337_000060,67779,INR,2024-01-08T18:12:00,captured,0
pay_707727_000261,order_482584_000261,cust_867934_000061,21813,INR,2024-01-08T18:04:00,captured,0
pay_409445_000262,order_442589_000262,cust_883790_000062,192085,INR,2024-01-08T20:56:00,captured,0
pay_238579_000263,order_924718_000263,cust_665610_000063,79579,INR,2024-01-08T20:25:00,captured,0
pay_385765_000264,order_970813_000264,cust_272537_000064,73156,INR,2024-01-08T22:04:00,captured,0
pay_409478_000265,order_882824_000265,cust_455168_000065,71385,INR,2024-01-08T22:43:00,captured,0
pay_247594_000266,order_890785_000266,cust_336574_000066,879698,INR,2024-01-08T22:09:00,captured,0
pay_516716_000267,order_986827_000267,cust_943671_000067,291771,INR,2024-01-09T00:26:00,captured,0
pay_929090_000268,order_513741_000268,cust_114594_000068,80329,INR,2024-01-08T23:11:00,captured,0
pay_576877_000269,order_486490_000269,cust_805511_000069,852500,INR,2024-01-09T00:15:00,captured,0
pay_712955_000270,order_499534_000270,cust_962367_000070,294759,INR,2024-01-09T01:33:00,captured,0
pay_807617_000271,order_345180_000271,cust_594379_000071,91205,INR,2024-01-09T02:13:00,captured,0
pay_688678_000272,order_443939_000272,cust_739717_000072,94889,INR,2024-01-09T03:53:00,captured,0
pay_766269_000273,order_963874_000273,cust_586819_000073,658434,INR,2024-01-09T03:08:00,captured,0
pay_528129_000274,order_222343_000274,cust_246566_000074,14877,INR,2024-01-09T05:23:00,captured,0
pay_616554_000275,order_221761_000275,cust_201913_000075,80457,INR,2024-01-09T05:38:00,captured,0
pay_507524_000276,order_575679_000276,cust_489033_000076,997748,INR,2024-01-09T05:17:00,captured,0
pay_830316_000277,order_666432_000277,cust_539486_000077,489162,INR,2024-01-09T07:35:00,captured,0
