entity_id,type,payment_id,order_id,settlement_id,settlement_utr,amount,debit,credit,fee,tax,settled_at,description
setl_631756_000026,payment,pay_149405_000026,order_214975_000026,batch_704596_000000,UTR202401164188992,183876,0,179972,3309,595,2024-01-16T22:43:00,Payment settlement for pay_149405_000026
setl_424308_000027,payment,pay_813536_000027,order_542666_000027,batch_704596_000000,UTR202401164188992,60432,0,59150,1087,195,2024-01-16T22:43:00,Payment settlement for pay_813536_000027
setl_799287_000028,payment,pay_724834_000028,order_590785_000028,batch_704596_000000,UTR202401164188992,82512,0,80760,1485,267,2024-01-16T22:43:00,Payment settlement for pay_724834_000028
setl_528231_000029,payment,pay_112038_000029,order_813328_000029,batch_704596_000000,UTR202401164188992,99353,0,97244,1788,321,2024-01-16T22:43:00,Payment settlement for pay_112038_000029
setl_442027_000030,payment,pay_663054_000030,order_887352_000030,batch_704596_000000,UTR202401164188992,836048,0,818292,15048,2708,2024-01-16T22:43:00,Payment settlement for pay_663054_000030
setl_831076_000032,payment,pay_857168_000032,order_854639_000032,batch_704596_000000,UTR202401164188992,499487,0,488879,8990,1618,2024-01-16T22:43:00,Payment settlement for pay_857168_000032
setl_410016_000033,payment,pay_632342_000033,order_211579_000033,batch_704596_000000,UTR202401164188992,93748,0,91758,1687,303,2024-01-16T22:43:00,Payment settlement for pay_632342_000033
setl_681343_000034,payment,pay_738551_000034,order_308573_000034,batch_704596_000000,UTR202401164188992,31174,0,30513,561,100,2024-01-16T22:43:00,Payment settlement for pay_738551_000034
setl_233470_000035,payment,pay_916449_000035,order_656116_000035,batch_704596_000000,UTR202401164188992,269951,0,264218,4859,874,2024-01-16T22:43:00,Payment settlement for pay_916449_000035
setl_301158_000036,payment,pay_120422_000036,order_217301_000036,batch_704596_000000,UTR202401164188992,41385,0,40508,744,133,2024-01-16T22:43:00,Payment settlement for pay_120422_000036
setl_540869_000037,payment,pay_352572_000037,order_694916_000037,batch_704596_000000,UTR202401164188992,73699,0,72135,1326,238,2024-01-16T22:43:00,Payment settlement for pay_352572_000037
setl_797229_000038,payment,pay_172574_000038,order_897549_000038,batch_704596_000000,UTR202401164188992,565934,0,553915,10186,1833,2024-01-16T22:43:00,Payment settlement for pay_172574_000038
setl_497562_000039,payment,pay_791798_000039,order_598369_000039,batch_704596_000000,UTR202401164188992,44741,0,43792,805,144,2024-01-16T22:43:00,Payment settlement for pay_791798_000039
setl_810219_000040,payment,pay_736059_000040,order_543692_000040,batch_704596_000000,UTR202401164188992,495976,0,485443,8927,1606,2024-01-16T22:43:00,Payment settlement for pay_736059_000040
setl_884475_000041,payment,pay_823378_000041,order_310922_000041,batch_704596_000000,UTR202401164188992,62296,0,60974,1121,201,2024-01-16T22:43:00,Payment settlement for pay_823378_000041
setl_282480_000042,payment,pay_781446_000042,order_491559_000042,batch_704596_000000,UTR202401164188992,336708,0,329558,6060,1090,2024-01-16T22:43:00,Payment settlement for pay_781446_000042
setl_745414_000043,payment,pay_359947_000043,order_335612_000043,batch_704596_000000,UTR202401164188992,12757,0,12487,229,41,2024-01-16T22:43:00,Payment settlement for pay_359947_000043
setl_696750_000044,payment,pay_680828_000044,order_341292_000044,batch_704596_000000,UTR202401164188992,10942,0,10711,196,35,2024-01-16T22:43:00,Payment settlement for pay_680828_000044
setl_415568_000045,payment,pay_842225_000045,order_761759_000045,batch_704596_000000,UTR202401164188992,18834,0,18434,339,61,2024-01-16T22:43:00,Payment settlement for pay_842225_000045
setl_525800_000046,payment,pay_132938_000046,order_446479_000046,batch_704596_000000,UTR202401164188992,224782,0,220008,4046,728,2024-01-16T22:43:00,Payment settlement for pay_132938_000046
setl_674553_000047,payment,pay_801474_000047,order_608993_000047,batch_704596_000000,UTR202401164188992,169369,0,165773,3048,548,2024-01-16T22:43:00,Payment settlement for pay_801474_000047
setl_974224_000048,payment,pay_698782_000048,order_704201_000048,batch_704596_000000,UTR202401164188992,71993,0,70465,1295,233,2024-01-16T22:43:00,Payment settlement for pay_698782_000048
setl_100425_000049,payment,pay_526833_000049,order_299659_000049,batch_704596_000000,UTR202401164188992,96374,0,94328,1734,312,2024-01-16T22:43:00,Payment settlement for pay_526833_000049
setl_587575_000050,payment,pay_471507_000050,order_544154_000050,batch_923927_000001,UTR202401316406444,482245,0,472003,8680,1562,2024-01-31T21:44:00,Payment settlement for pay_471507_000050
setl_563246_000051,payment,pay_806073_000051,order_785197_000051,batch_923927_000001,UTR202401316406444,17944,0,17565,322,57,2024-01-31T21:44:00,Payment settlement for pay_806073_000051
setl_563638_000052,payment,pay_863587_000052,order_455784_000052,batch_923927_000001,UTR202401316406444,42591,0,41688,766,137,2024-01-31T21:44:00,Payment settlement for pay_863587_000052
setl_808446_000053,payment,pay_299448_000053,order_662336_000053,batch_923927_000001,UTR202401316406444,65296,0,63910,1175,211,2024-01-31T21:44:00,Payment settlement for pay_299448_000053
setl_324082_000054,payment,pay_392075_000054,order_585100_000054,batch_923927_000001,UTR202401316406444,68082,0,66637,1225,220,2024-01-31T21:44:00,Payment settlement for pay_392075_000054
setl_636004_000055,payment,pay_997546_000055,order_677057_000055,batch_923927_000001,UTR202401316406444,95477,0,93450,1718,309,2024-01-31T21:44:00,Payment settlement for pay_997546_000055
setl_596171_000056,payment,pay_976638_000056,order_115474_000056,batch_923927_000001,UTR202401316406444,944960,0,924890,17009,3061,2024-01-31T21:44:00,Payment settlement for pay_976638_000056
setl_932291_000057,payment,pay_274389_000057,order_526156_000057,batch_923927_000001,UTR202401316406444,212065,0,207561,3817,687,2024-01-31T21:44:00,Payment settlement for pay_274389_000057
setl_934692_000058,payment,pay_520521_000058,order_161483_000058,batch_923927_000001,UTR202401316406444,10282,0,10064,185,33,2024-01-31T21:44:00,Payment settlement for pay_520521_000058
setl_871711_000059,payment,pay_378085_000059,order_922157_000059,batch_923927_000001,UTR202401316406444,249552,0,244253,4491,808,2024-01-31T21:44:00,Payment settlement for pay_378085_000059
setl_277934_000060,payment,pay_830429_000060,order_865990_000060,batch_923927_000001,UTR202401316406444,447011,0,437517,8046,1448,2024-01-31T21:44:00,Payment settlement for pay_830429_000060
setl_790855_000061,payment,pay_610311_000061,order_262316_000061,batch_923927_000001,UTR202401316406444,38534,0,37717,693,124,2024-01-31T21:44:00,Payment settlement for pay_610311_000061
setl_188914_000062,payment,pay_707314_000062,order_871476_000062,batch_923927_000001,UTR202401316406444,51104,0,50020,919,165,2024-01-31T21:44:00,Payment settlement for pay_707314_000062
setl_397571_000063,payment,pay_152578_000063,order_712554_000063,batch_923927_000001,UTR202401316406430,378463,0,370425,6812,1226,2024-01-31T21:44:00,Payment settlement for pay_152578_000063
setl_640490_000064,payment,pay_159642_000064,order_632496_000064,batch_923927_000001,UTR202401316406444,18981,0,18579,341,61,2024-01-31T21:44:00,Payment settlement for pay_159642_000064
setl_796101_000065,payment,pay_171262_000065,order_808011_000065,batch_923927_000001,UTR202401316406444,162855,0,159397,2931,527,2024-01-31T21:44:00,Payment settlement for pay_171262_000065
setl_763686_000066,payment,pay_697347_000066,order_358175_000066,batch_923927_000001,UTR202401316406444,120836,0,118270,2175,391,2024-01-31T21:44:00,Payment settlement for pay_697347_000066
setl_749342_000067,payment,pay_185965_000067,order_539589_000067,batch_923927_000001,UTR202401316406444,396341,0,387923,7134,1284,2024-01-31T21:44:00,Payment settlement for pay_185965_000067
setl_451470_000068,payment,pay_431737_000068,order_373432_000068,batch_923927_000001,UTR202401316406444,875490,0,856896,15758,2836,2024-01-31T21:44:00,Payment settlement for pay_431737_000068
setl_197923_000069,payment,pay_350280_000069,order_378517_000069,batch_923927_000001,UTR202401316406444,98039,0,95958,1764,317,2024-01-31T21:44:00,Payment settlement for pay_350280_000069
setl_958179_000070,payment,pay_414569_000070,order_579434_000070,batch_923927_000001,UTR202401316406444,990594,0,969555,17830,3209,2024-01-31T21:44:00,Payment settlement for pay_414569_000070
setl_887625_000071,payment,pay_109767_000071,order_580547_000071,batch_923927_000001,UTR202401316406444,152418,0,149182,2743,493,2024-01-31T21:44:00,Payment settlement for pay_109767_000071
setl_346277_000072,payment,pay_663750_000072,order_323508_000072,batch_923927_000001,UTR202401316406444,27361,0,26781,492,88,2024-01-31T21:44:00,Payment settlement for pay_663750_000072
setl_805477_000073,payment,pay_465962_000073,order_172132_000073,batch_923927_000001,UTR202401316406444,47353,0,46348,852,153,2024-01-31T21:44:00,Payment settlement for pay_465962_000073
setl_425498_000074,payment,pay_559469_000074,order_974244_000074,batch_923927_000001,UTR202401316406444,658606,0,644619,11854,2133,2024-01-31T21:44:00,Payment settlement for pay_559469_000074
setl_335552_000075,payment,pay_946305_000075,order_785743_000075,batch_923927_000001,UTR202401316406444,97538,0,95468,1755,315,2024-01-31T21:44:00,Payment settlement for pay_946305_000075
setl_945742_000076,payment,pay_681542_000076,order_413921_000076,batch_923927_000001,UTR202401316406444,27601,0,27016,496,89,2024-01-31T21:44:00,Payment settlement for pay_681542_000076
setl_308802_000077,payment,pay_221035_000077,order_212235_000077,batch_923927_000001,UTR202401316406444,181499,0,177646,3266,587,2024-01-31T21:44:00,Payment settlement for pay_221035_000077
setl_254511_000078,payment,pay_395442_000078,order_734210_000078,batch_923927_000001,UTR202401316406444,679768,0,665331,12235,2202,2024-01-31T21:44:00,Payment settlement for pay_395442_000078
setl_125611_000079,payment,pay_820892_000079,order_765046_000079,batch_923927_000001,UTR202401316406444,76244,0,74626,1372,246,2024-01-31T21:44:00,Payment settlement for pay_820892_000079
setl_148458_000080,payment,pay_363319_000080,order_987204_000080,batch_923927_000001,UTR202401316406444,93136,0,91159,1676,301,2024-01-31T21:44:00,Payment settlement for pay_363319_000080
setl_356736_000081,payment,pay_969634_000081,order_390120_000081,batch_923927_000001,UTR202401316406444,53719,0,52580,966,173,2024-01-31T21:44:00,Payment settlement for pay_969634_000081
setl_598216_000082,payment,pay_237174_000082,order_768061_000082,batch_923927_000001,UTR202401316406444,67912,0,66471,1222,219,2024-01-31T21:44:00,Payment settlement for pay_237174_000082
setl_740967_000083,payment,pay_839945_000083,order_548462_000083,batch_923927_000001,UTR202401316406444,24663,0,24141,443,79,2024-01-31T21:44:00,Payment settlement for pay_839945_000083
setl_991014_000084,payment,pay_824586_000084,order_256294_000084,batch_923927_000001,UTR202401316406444,58393,0,57153,1051,189,2024-01-31T21:44:00,Payment settlement for pay_824586_000084
setl_905819_000085,payment,pay_679364_000085,order_255287_000085,batch_923927_000001,UTR202401316406444,15482,0,15154,278,50,2024-01-31T21:44:00,Payment settlement for pay_679364_000085
setl_176365_000086,payment,pay_482364_000086,order_934794_000086,batch_923927_000001,UTR202401316406444,37535,0,36739,675,121,2024-01-31T21:44:00,Payment settlement for pay_482364_000086
setl_577538_000087,payment,pay_361650_000087,order_799330_000087,batch_923927_000001,UTR202401316406444,83385,0,81615,1500,270,2024-01-31T21:44:00,Payment settlement for pay_361650_000087
setl_534572_000088,payment,pay_526117_000088,order_750810_000088,batch_923927_000001,UTR202401316406444,41029,0,40159,738,132,2024-01-31T21:44:00,Payment settlement for pay_526117_000088
setl_760356_000089,payment,pay_270395_000089,order_938742_000089,batch_923927_000001,UTR202401316406444,64040,0,62681,1152,207,2024-01-31T21:44:00,Payment settlement for pay_270395_000089
setl_703634_000090,payment,pay_288073_000090,order_872343_000090,batch_923927_000001,UTR202401316406444,451224,0,441641,8122,1461,2024-01-31T21:44:00,Payment settlement for pay_288073_000090
setl_303880_000091,payment,pay_870763_000091,order_950132_000091,batch_923927_000001,UTR202401316406444,30866,0,30212,555,99,2024-01-31T21:44:00,Payment settlement for pay_870763_000091
setl_853240_000092,payment,pay_835343_000092,order_213346_000092,batch_923927_000001,UTR202401316406444,71694,0,70172,1290,232,2024-01-31T21:44:00,Payment settlement for pay_835343_000092
setl_830180_000093,payment,pay_309267_000093,order_956253_000093,batch_923927_000001,UTR202401316406444,50001,0,48939,900,162,2024-01-31T21:44:00,Payment settlement for pay_309267_000093
setl_502630_000094,payment,pay_933980_000094,order_338651_000094,batch_923927_000001,UTR202401316406444,96511,0,94462,1737,312,2024-01-31T21:44:00,Payment settlement for pay_933980_000094
setl_618392_000095,payment,pay_517821_000095,order_444207_000095,batch_923927_000001,UTR202401316406444,46585,0,45597,838,150,2024-01-31T21:44:00,Payment settlement for pay_517821_000095
setl_519066_000096,payment,pay_772642_000096,order_634150_000096,batch_923927_000001,UTR202401316406444,942321,0,922308,16961,3052,2024-01-31T21:44:00,Payment settlement for pay_772642_000096
setl_355836_000097,payment,pay_447235_000097,order_128941_000097,batch_923927_000001,UTR202401316406444,33405,0,32696,601,108,2024-01-31T21:44:00,Payment settlement for pay_447235_000097
setl_254739_000098,payment,pay_378361_000098,order_140115_000098,batch_923927_000001,UTR202401316406444,327836,0,320873,5901,1062,2024-01-31T21:44:00,Payment settlement for pay_378361_000098
setl_787926_000099,payment,pay_863934_000099,order_924629_000099,batch_923927_000001,UTR202401316406444,417828,0,408955,7520,1353,2024-01-31T21:44:00,Payment settlement for pay_863934_000099
setl_525800_000046_DUP,payment,pay_132938_000046,order_446479_000046,batch_704596_000000,UTR202401164188992,224782,0,220008,4046,728,2024-01-16T22:43:00,Payment settlement for pay_132938_000046
setl_664607_000007_RFND,refund,pay_391369_000007,order_263032_000007,batch_704596_000000,UTR202401164188992,397765,397765,0,0,0,2024-01-16T22:43:00,Refund for pay_391369_000007
