payment_id,order_id,customer_id,amount,currency,payment_date,status,refund_amount
pay_983794_000019,order_905635_000019,cust_913694_000019,40021,INR,2024-01-06T15:41:00,captured,0
pay_133659_000020,order_944151_000020,cust_430776_000020,240373,INR,2024-01-07T00:45:00,captured,0
pay_321231_000021,order_694731_000021,cust_852787_000021,37869,INR,2024-01-07T06:08:00,captured,0
pay_623481_000022,order_514850_000022,cust_774079_000022,174905,INR,2024-01-07T14:23:00,captured,0
pay_246413_000023,order_358607_000023,cust_881177_000023,382579,INR,2024-01-07T20:33:00,captured,0
pay_883300_000024,order_712982_000024,cust_549245_000024,309400,INR,2024-01-08T03:33:00,captured,0
pay_329974_000025,order_245051_000025,cust_634277_000025,147662,INR,2024-01-08T11:46:00,captured,0
pay_149405_000026,order_214975_000026,cust_260265_000026,183876,INR,2024-01-08T19:36:00,captured,0
pay_813536_000027,order_542666_000027,cust_725380_000027,60432,INR,2024-01-09T02:41:00,captured,0
pay_724834_000028,order_590785_000028,cust_654816_000028,82512,INR,2024-01-09T08:48:00,captured,0
pay_112038_000029,order_813328_000029,cust_855731_000029,99353,INR,2024-01-09T16:50:00,captured,0
pay_663054_000030,order_887352_000030,cust_379786_000030,836048,INR,2024-01-10T00:53:00,captured,0
pay_216970_000031,order_407757_000031,cust_555884_000031,69470,INR,2024-01-10T06:43:00,captured,0
pay_857168_000032,order_854639_000032,cust_376183_000032,499487,INR,2024-01-10T13:00:00,captured,0
pay_632342_000033,order_211579_000033,cust_755674_000033,93748,INR,2024-01-10T20:22:00,captured,0
pay_738551_000034,order_308573_000034,cust_260263_000034,31174,INR,2024-01-11T04:04:00,captured,0
pay_916449_000035,order_656116_000035,cust_100599_000035,269951,INR,2024-01-11T12:09:00,captured,0
pay_120422_000036,order_217301_000036,cust_480612_000036,41385,INR,2024-01-11T19:02:00,captured,0
pay_352572_000037,order_694916_000037,cust_182582_000037,73699,INR,2024-01-12T01:07:00,captured,0
pay_172574_000038,order_897549_000038,cust_658582_000038,565934,INR,2024-01-12T09:44:00,captured,0
pay_791798_000039,order_598369_000039,cust_676510_000039,44741,INR,2024-01-12T15:16:00,captured,0
pay_736059_000040,order_543692_000040,cust_322086_000040,495976,INR,2024-01-13T00:07:00,captured,0
pay_823378_000041,order_310922_000041,cust_847581_000041,62296,INR,2024-01-13T07:33:00,captured,0
pay_781446_000042,order_491559_000042,cust_559381_000042,336708,INR,2024-01-13T14:25:00,captured,0
pay_359947_000043,order_335612_000043,cust_167136_000043,12757,INR,2024-01-13T20:15:00,captured,0
pay_680828_000044,order_341292_000044,cust_717024_000044,10942,INR,2024-01-14T04:15:00,captured,0
pay_842225_000045,order_761759_000045,cust_161733_000045,18834,INR,2024-01-14T11:09:00,captured,0
pay_132938_000046,order_446479_000046,cust_174299_000046,224782,INR,2024-01-14T19:55:00,captured,0
pay_801474_000047,order_608993_000047,cust_324643_000047,169369,INR,2024-01-15T01:35:00,captured,0
pay_698782_000048,order_704201_000048,cust_595631_000048,71993,INR,2024-01-15T09:32:00,captured,0
pay_526833_000049,order_299659_000049,cust_198907_000049,96374,INR,2024-01-15T16:43:00,captured,0
pay_471507_000050,order_544154_000050,cust_531071_000050,482245,INR,2024-01-15T23:55:00,captured,0
pay_806073_000051,order_785197_000051,cust_777568_000051,17944,INR,2024-01-16T06:06:00,captured,0
pay_863587_000052,order_455784_000052,cust_939482_000052,42591,INR,2024-01-16T13:51:00,captured,0
pay_299448_000053,order_662336_000053,cust_570405_000053,65296,INR,2024-01-16T20:24:00,captured,0
pay_392075_000054,order_585100_000054,cust_361941_000054,68082,INR,2024-01-17T03:23:00,captured,0
pay_997546_000055,order_677057_000055,cust_202664_000055,95477,INR,2024-01-17T12:43:00,captured,0
pay_976638_000056,order_115474_000056,cust_197793_000056,944960,INR,2024-01-17T19:09:00,captured,0
pay_274389_000057,order_526156_000057,cust_609231_000057,212065,INR,2024-01-18T01:30:00,captured,0
pay_520521_000058,order_161483_000058,cust_272634_000058,10282,INR,2024-01-18T09:50:00,captured,0
pay_378085_000059,order_922157_000059,cust_923267_000059,249552,INR,2024-01-18T15:49:00,captured,0
pay_830429_000060,order_865990_000060,cust_921414_000060,447011,INR,2024-01-18T23:54:00,captured,0
pay_610311_000061,order_262316_000061,cust_299122_000061,38534,INR,2024-01-19T07:31:00,captured,0
pay_707314_000062,order_871476_000062,cust_668532_000062,51104,INR,2024-01-19T13:07:00,captured,0
pay_152578_000063,order_712554_000063,cust_599948_000063,378463,INR,2024-01-19T20:07:00,captured,0
pay_159642_000064,order_632496_000064,cust_184002_000064,18981,INR,2024-01-20T03:20:00,captured,0
pay_171262_000065,order_808011_000065,cust_346629_000065,162855,INR,2024-01-20T12:16:00,captured,0
pay_697347_000066,order_358175_000066,cust_707040_000066,120836,INR,2024-01-20T20:00:00,captured,0
pay_185965_000067,order_539589_000067,cust_789305_000067,396341,INR,2024-01-21T02:19:00,captured,0
pay_431737_000068,order_373432_000068,cust_314181_000068,875490,INR,2024-01-21T09:06:00,captured,0
pay_350280_000069,order_378517_000069,cust_515011_000069,98039,INR,2024-01-21T15:40:00,captured,0
pay_414569_000070,order_579434_000070,cust_431535_000070,990594,INR,2024-01-22T00:22:00,captured,0
pay_109767_000071,order_580547_000071,cust_751332_000071,152418,INR,2024-01-22T06:09:00,captured,0
pay_663750_000072,order_323508_000072,cust_630458_000072,27361,INR,2024-01-22T13:09:00,captured,0
pay_465962_000073,order_172132_000073,cust_356150_000073,47353,INR,2024-01-22T21:59:00,captured,0
pay_559469_000074,order_974244_000074,cust_669605_000074,658606,INR,2024-01-23T03:20:00,captured,0
pay_946305_000075,order_785743_000075,cust_654634_000075,97538,INR,2024-01-23T12:18:00,captured,0
pay_681542_000076,order_413921_000076,cust_795613_000076,27601,INR,2024-01-23T19:44:00,captured,0
pay_221035_000077,order_212235_000077,cust_878480_000077,181499,INR,2024-01-24T01:33:00,captured,0
pay_395442_000078,order_734210_000078,cust_320861_000078,679768,INR,2024-01-24T08:34:00,captured,0
pay_820892_000079,order_765046_000079,cust_994343_000079,76244,INR,2024-01-24T15:26:00,captured,0
pay_363319_000080,order_987204_000080,cust_153266_000080,93136,INR,2024-01-25T00:02:00,captured,0
pay_969634_000081,order_390120_000081,cust_146228_000081,53719,INR,2024-01-25T06:54:00,captured,0
pay_237174_000082,order_768061_000082,cust_374680_000082,67912,INR,2024-01-25T14:38:00,captured,0
pay_839945_000083,order_548462_000083,cust_688153_000083,24663,INR,2024-01-25T21:10:00,captured,0
pay_824586_000084,order_256294_000084,cust_672092_000084,58393,INR,2024-01-26T03:09:00,captured,0
pay_679364_000085,order_255287_000085,cust_550664_000085,15482,INR,2024-01-26T12:14:00,captured,0
pay_482364_000086,order_934794_000086,cust_141832_000086,37535,INR,2024-01-26T18:39:00,captured,0
pay_361650_000087,order_799330_000087,cust_207786_000087,83385,INR,2024-01-27T02:27:00,captured,0
pay_526117_000088,order_750810_000088,cust_885884_000088,41029,INR,2024-01-27T09:53:00,captured,0
pay_270395_000089,order_938742_000089,cust_950155_000089,64040,INR,2024-01-27T16:50:00,captured,0
pay_288073_000090,order_872343_000090,cust_448321_000090,451224,INR,2024-01-27T23:03:00,captured,0
pay_870763_000091,order_950132_000091,cust_360222_000091,30866,INR,2024-01-28T07:50:00,captured,0
pay_835343_000092,order_213346_000092,cust_501124_000092,71694,INR,2024-01-28T14:40:00,captured,0
pay_309267_000093,order_956253_000093,cust_582662_000093,50001,INR,2024-01-28T20:28:00,captured,0
pay_933980_000094,order_338651_000094,cust_333752_000094,96511,INR,2024-01-29T04:45:00,captured,0
pay_517821_000095,order_444207_000095,cust_392136_000095,46585,INR,2024-01-29T11:24:00,captured,0
pay_772642_000096,order_634150_000096,cust_519093_000096,942321,INR,2024-01-29T18:44:00,captured,0
pay_447235_000097,order_128941_000097,cust_220944_000097,33405,INR,2024-01-30T02:08:00,captured,0
pay_378361_000098,order_140115_000098,cust_213668_000098,327836,INR,2024-01-30T09:14:00,captured,0
pay_863934_000099,order_924629_000099,cust_428914_000099,417828,INR,2024-01-30T15:44:00,captured,0
